what,kind,bundleId,bundleVersion,description,time
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.copy",1348557529924
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1348557532035
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1348557532810
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1348557534129
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1348557545463
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1348557552464
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1348557553298
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1348557573151
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.copy",1348557577579
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1348557579270
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1348557586973
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1348557587890
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1348557605014
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1348557613653
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1348557614487
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1348557672998
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1348557674049
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1348557696588
activated,view,org.eclipse.wst.jsdt.ui,1.1.102.v201201131900,"org.eclipse.wst.jsdt.ui.PackageExplorer",1348557697412
