what,kind,bundleId,bundleVersion,description,time
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1348550410453
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1348550411915
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1348550422927
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1348550426738
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1348550428970
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1348550438051
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1348550439029
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1348550442564
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1348550446988
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.newWizard",1348550454058
opened,editor,org.eclipse.wst.html.ui,1.0.602.v201202091936,"org.eclipse.wst.html.core.htmlsource.source",1348550454209
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1348550454272
activated,editor,org.eclipse.wst.html.ui,1.0.602.v201202091936,"org.eclipse.wst.html.core.htmlsource.source",1348550454289
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1348550459352
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1348550472374
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1348550473682
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1348550475734
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1348550481623
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1348550486237
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1348550487832
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1348550490180
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1348550501429
activated,editor,org.eclipse.wst.html.ui,1.0.602.v201202091936,"org.eclipse.wst.html.core.htmlsource.source",1348550502705
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1348550511681
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1348550512739
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1348550521018
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1348550529766
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1348550530692
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1348550559835
activated,editor,org.eclipse.wst.html.ui,1.0.602.v201202091936,"org.eclipse.wst.html.core.htmlsource.source",1348550563000
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1348550580515
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1348550581961
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1348550596903
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1348550602984
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1348550641189
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1348550644489
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1348550645423
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1348550655335
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1348550660645
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.cut",1348550667732
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1348550669282
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1348550670008
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1348550670968
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1348550675825
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1348550678906
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1348550679771
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1348550685276
activated,editor,org.eclipse.wst.html.ui,1.0.602.v201202091936,"org.eclipse.wst.html.core.htmlsource.source",1348550687947
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.copy",1348550691085
activated,editor,org.eclipse.wst.html.ui,1.0.602.v201202091936,"org.eclipse.wst.html.core.htmlsource.source",1348550692435
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1348550694313
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1348550702325
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1348550703599
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1348550734723
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1348550748978
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1348550749990
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1348550825904
activated,editor,org.eclipse.wst.html.ui,1.0.602.v201202091936,"org.eclipse.wst.html.core.htmlsource.source",1348550826611
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1348550840899
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1348550858135
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1348550859391
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1348550869154
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1348550885946
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1348550932332
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1348550935769
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1348550937072
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1348550953014
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1348550970074
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1348550973894
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1348550976174
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1348550977092
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1348550979573
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1348550982981
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1348550983818
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1348550987260
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1348550989964
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.undo",1348550991202
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.undo",1348550991751
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1348550994136
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1348550994890
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1348551003075
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1348551014132
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1348551014949
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1348551020018
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1348551027457
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1348551053051
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.copy",1348551066376
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1348551068053
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.copy",1348551085088
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1348551087597
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1348551090237
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1348551090969
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1348551093517
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1348551097209
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.copy",1348551112938
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1348551115544
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1348551117455
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1348551118164
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1348551119000
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1348551126502
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.cut",1348551141133
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1348551143535
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.cut",1348551148182
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1348551153039
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1348551154668
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1348551155932
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1348551163701
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.copy",1348551173042
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1348551177302
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1348551182454
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1348551183727
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1348551214968
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.undo",1348551220783
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.undo",1348551221241
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.undo",1348551221602
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.undo",1348551222322
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.undo",1348551223927
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1348551241552
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1348551242627
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1348551323933
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1348551330903
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1348551416884
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1348551421057
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1348551422338
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1348551422418
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1348551424085
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1348551424157
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1348551432964
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1348551437796
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1348551441682
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1348551443461
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1348552521911
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1348552556632
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1348552582485
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1348552623996
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1348552653461
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1348552654936
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1348552697314
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1348552698860
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1348552709473
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1348552711189
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1348553111265
activated,editor,org.eclipse.wst.html.ui,1.0.602.v201202091936,"org.eclipse.wst.html.core.htmlsource.source",1348553117729
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.selectAll",1348553119286
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1348553119849
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.copy",1348553119901
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1348553133242
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1348553135408
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1348553156268
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1348553206458
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1348553207349
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1348553217594
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.copy",1348553224249
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1348553227519
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1348553228864
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1348553229743
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1348553239706
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1348553274960
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1348553276113
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1348553276803
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1348553277739
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1348553281421
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.undo",1348553285733
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.undo",1348553285983
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.undo",1348553286262
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.undo",1348553286488
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.undo",1348553286703
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.undo",1348553286902
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.undo",1348553287095
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.undo",1348553287367
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.undo",1348553287581
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.undo",1348553288150
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1348553290719
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1348553291850
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1348553292961
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.redo",1348553293733
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1348553296569
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1348553297425
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1348553300348
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1348553318499
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1348553319420
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1348553323489
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1348553329953
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1348553331906
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1348553347372
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1348553352345
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1348553372206
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1348553373090
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1348553375826
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.copy",1348553379067
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1348553381379
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1348553384771
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1348553386088
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1348553387321
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1348553388040
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1348553388906
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1348553395013
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1348553395936
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1348553397267
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1348553437152
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1348553437951
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1348553450886
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.selectAll",1348553467719
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.copy",1348553468257
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1348553469918
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1348553472398
activated,view,org.eclipse.wst.jsdt.ui,1.1.102.v201201131900,"org.eclipse.wst.jsdt.ui.PackageExplorer",1348553475135
activated,editor,org.eclipse.wst.html.ui,1.0.602.v201202091936,"org.eclipse.wst.html.core.htmlsource.source",1348553475357
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.selectAll",1348553476435
